text,category,encode_cat
"-when you think about what he-he-- Yeah, he's stereotypical.",reflection,2
Not part of on the wire?,reflection,2
Okay. Good.,other,3
"Thanks for coming in today. I guess you've, uh, sat in that seat with lots of people like me in the past.",question,0
"Mm. So some of your feelings, uh, of being overwhelmed or about the logistics of the appointment, and some of it is you just don't like medical appointments and medical people?",reflection,2
So you avoided looking at people. It sounds like you wore black as well in kind of preparation anyway.,reflection,2
Okay. So that gives you a good reason not to drink. Okay. Anything else?,question,0
"You're not sure. So you have a lot of on your mind right now. You just opened up to me. You told me that you've been cutting, that you've also been thinking about hurting yourself, killing yourself, not being here. Short-term, the cutting is helping you. You feel like a burden to mom, that stresses you out. That makes you sad. You see how much she struggles, but also on the same hand, we see how much you've been trying and how much you've been trying to help out by trying to go to school. We know your attendance is good. You go most of the time, you know, you're trying to keep up your grades.You have a C average, even having A in math, which we know was the lowest grade you had all semester. So all of those things shows how much effort you've put in and we see that effort. So you've been doing what you can and it's normal to feel like sometimes it's not enough. But that's-that's what we're here for so that you can tell us those things and we can help you.",reflection,2
"Yes. I was going to say the other thing that I would say- that I would consider because the senior center, and I know you were really active in the senior center before-",therapist_input,1
Okay. So where would you be do you think?,question,0
Yeah. So how often do you end up with no money in your pocket? Can be the times when you end up with money in your pocket,question,0
Good. Are you okay today?,question,0
"Yeah. Okay. Well, I really appreciate you being willing to even talk about it. And I get that right now, this is not something that you wanna pursue. Would it be okay if I brought it up in our next visit? 'Cause I-I know that you've said you don't want a lecture, but on the other hand, I am- I am concerned.",therapist_input,1
Great. So how will you know that you-your plan is working?,question,0
"What's there to think about? [chuckles] You said it's not that something you do all that often, and there's all these negative side effects, there's all these risks that you're putting yourself in.",therapist_input,1
"-[unintelligible 00:13:12] people. So okay, anything else? No? Okay. All right.",question,0
And you- you've continued to work really hard with both the physical therapy and the Tai Chi and taking care of your house and doing all those things.,reflection,2
"Yeah, yeah.",other,3
What a great plan and you said you're going to start tomorrow.,reflection,2
-they're probably not a good influence.,reflection,2
Cute. What kind of dog?,question,0
Marijuana affects how well you play. What would be the other benefits for you?,question,0
"So, it's, you know, thinking as quickly and responding as quickly and-and things like that-- [crosstalk]",reflection,2
It's kind of cool?,question,0
"So, you'd have them in and, um, I'm just curious about the folks who are leaving your house, would they-- Would-would you be concerned about them, there'll be a taxi. Sometimes designated drivers I--",question,0
Hi Billy. How are you doing?,question,0
Okay. You're very ready. Why do you think you picked a 10 instead of a lower number like 8?,other,3
"Okay. Well, if you're willing, then we could set up another appointment where you could come in and we could talk more about that.",therapist_input,1
Okay. Anything that your mom could do to help you with that?,question,0
"It's like, ""Wow,"" it's really, really prevalent for you right now, you realize that you are the caretaker, you are the person who listens to other people but you don't necessarily have someone like that for you and so—",reflection,2
"So you're kind of worried about how, where this is going to lead to.",reflection,2
-and-and-and you're talking about stuff.,reflection,2
I wondered if we could spend just a couple of minutes talking about your weight.,question,0
And the choices that you might have about it.,reflection,2
"What have you got in mind, what do you want from us?",question,0
"Okay. So, it would be pretty easy. So, if it's pretty easy, what do you need to do next, Billy?",question,0
"So you shared that you're, um, here today because you're having some dissatisfaction with your body and your confidence and your mood and your energy. And you're looking for, um, some different patterns to kind of turn things around for yourself. And what I like to do as I get to know clients is-is let them know a little bit about my philosophies, about health and wellbeing. Um, but first, I'd love to hear what are your philosophies about health and wellbeing?",question,0
Like what's going to be fastest.,reflection,2
"I promise you, you're not in trouble, I wanna help.",therapist_input,1
"So, Jill, um, I know you're here to talk about your blood pressure today.",reflection,2
[chuckles] You're glad to keep him as a doctor?,reflection,2
"Wow, that she's been showing you and making you read.",reflection,2
How-how often do you do that?,question,0
And it feels like the only way that you can really stay safe and not fall is to not do anything to kind of just hunker down.,reflection,2
That's right. You're rehabilitated.,reflection,2
"It's you that I'm worried about, Sal. It's you that I'm worried about, okay? The-the symptoms are worse. You've had two or three major asthma attacks. And-and do you appreciate how-- This is, uh, a risk to your life that there are some-some adults with severe asthma who actually can die as a result of their symptoms? It-it truly is something to take very, very seriously. I can't emphasize that enough.",therapist_input,1
"Mm. I'm not saying that the pain's in your mind. Um, I guess what I'm saying is that sometimes the way that we feel, and the way that our lives are going, can impact how we notice our symptoms. Given that we've tried medication for you, and we've tried investigations, and we've drawn a blank really, with those, none of those have really helped you-",reflection,2
"It went well. Good. Excellent. I did notice quite a lot of staining, actually. I'm wondering what are your thoughts about what might be related to that.",therapist_input,1
I kind of see a sense of sadness there when you have to kind of think about this.,reflection,2
"Right. So, these different tablets that you've got from the-",other,3
How much does it actually cost you a week?,question,0
Mm-hmm. So it's hard to actually say no to your friends-,reflection,2
"-""Look, Ken, you know, I'll come in, report in, I'm outta here.""",other,3
Uh-huh. Uh-huh.,other,3
"So, it sounds like you're ready. You're ready to give this up.",reflection,2
"Yeah. So-so maybe you- if you- if you wanted to, and this is really up to you, you could check out the blogs, you know. Um, I can see if I can track him down and stuff and the John Howard Society. And, um, I'd be really interested if-if you wanna get together to see what you have found out.",therapist_input,1
"But it's not something that you wanna make a habit of becoming reliant on, or dependent?",reflection,2
"-being one of the few left smoking in your crowd, and not liking the smell. That sounds like three reasons.",reflection,2
Mm-hmm. Okay. [unintelligible 00:24:52] something you'd be willing to try. Okay.,therapist_input,1
"It's just there? Okay. And, I'm curious, you mentioned, you know, your friends are important to you, and your family's important to you, and, sort of fitting in is important to you. How does alcohol play a role with that?",question,0
What kind of work is the most difficult for you in your job?,question,0
"So, uh, you know, we-we need to start looking at doing all those different things to get your diabetes under control 'cause your-your number is very high.",therapist_input,1
"So Auckland, coming to Auckland from Palmerston for you was-was like taking charge of something that you were going to look to make something different in your life?",question,0
Okay. And how often do you think you would say you're drinking?,question,0
"Sure. So, Jean, I want to make sure that I've understood what you've told me of what you find good about smoking. So it helps you calm down. It gives you something to do. It's been part of your image. You know, you feel sophisticated. You feel like a movie style. In fact, the way you talk about it, it seems like that's what it makes you feel like. Is that right?",reflection,2
"Mmh. Yeah, say something more about that. It sounds really interesting about you knowing that you get bored really easily.",therapist_input,1
"-one with cars, one that-",reflection,2
Okay. And what got you back?,question,0
"Okay. Well, the reason why I like to talk to patients when they fill out this form is because sometimes, uh, alcohol use can impact our health. Um, and my role is to be helpful. I can share some information with you about alcohol use, um, but I don't tell anyone what to do. It's always up to the patient to decide what they wanna do about their drinking. Um, so is it okay if we talk a little bit more about your alcohol use?",question,0
"Okay. Ah, there's-",reflection,2
How might that go?,question,0
Hmm. So what I hear you saying is this neighbor was supportive when you really needed her to be.,reflection,2
"-um, that you consume during the week?",reflection,2
"So, my sense is that you're smoking and you're minimizing hi-his exposure by not smoking in the same room and smoking near windows. Is that-",therapist_input,1
"Okay. So you-- that's cutting back quite a bit. That's a big step. So since we're kind of running out of time here today, I'm wondering if we could-- would be willing to come back in about four weeks to review this plan?",question,0
-a conversation inside. What other ideas do you have about what you could do?,question,0
"While this baby feels like this is your second chance, you're wondering, ""Do I deserve that second chance?"" And then this other part of you that says, ""Why not? It's here and I wanna go for it.""",reflection,2
Because its genes or the-the-the-the hereditary factor is not the only factor that causes it or is involved in it happening to you. So there's other factors that come into play.,therapist_input,1
"Okay. So, how are you gonna quit drinking without your friends thinking you look stupid?",question,0
"That's okay. Well, I know that you are making an effort. I do appreciate then and when-when I do stop by that you still sign the paperwork even though you feel like it's annoying at times. So, thank you for, uh, at least doing that.",other,3
You said before you're sort of guy that once you make a decision you're pretty staunch with that decision.,reflection,2
That's that the only solution.,other,3
"Yeah, sounds like a good idea.",other,3
"Sure, yeah.",other,3
You feel like you're not really paying as much attention to them as you would want to?,reflection,2
"Okay, Yeah.",other,3
-of how much you can drink to have some of the positive benefits but not cross over.,reflection,2
Mm-hmm. I see- I see that your A1C or your blood glucose is very high.,therapist_input,1
"Even with this, you know, pretty horrendous schedule going on.",reflection,2
"There's a lot of decisions and a lot of change with your wife, with the new baby.",reflection,2
"So I'm wondering, you know, most of them butt-butts head on your friendships with those- with those guys.",other,3
"Yeah, you really feel like you need that reward.",reflection,2
"So, you kind of have this identity, dual identity going on. I wanna be that person, yet, that person-",reflection,2
A plus shining new guy.,reflection,2
All right. How often do you do that?,question,0
"Okay. So what-wh-- in the moment, what are you thinking?",question,0
Right. So every day you know where you're going.,reflection,2
Cause you wanna do the right thing because you're- because you're a good person and that's a- that's a really important value to you is that you- is that you help people out.,reflection,2
"Okay, so it's kind of a way to cope through stress?",reflection,2
"Mm-hmm, and what is it that's important to you about getting home?",question,0
"So the things about that have got you into trouble in the past, um, how confident are you that, um, that you can do something to not keep going down the same path? Zero is like, ""I'm not confident at all that I can make any changes,"" and 100 is like, ""I'm so supremely confident."" Where would you be?",question,0
"Great. Well, I look forward to checking in with you, and thanks so much for coming in.",other,3
"Absolutely, we're in the right place for that.",other,3
"Yeah. Yeah. And there are things that have gotta work for you, so that-",reflection,2
Is he your fiance or your boyfriend?,question,0
Okay. What classes are you not getting A's and B's in?,question,0
"Yeah, yeah, yeah. And- so you don't want to hurt yourself.",reflection,2
"Yeah. So let me see if I had this. So y- so you got some positives, the-the awareness, and then you feel kinda on your game?",reflection,2
Uh-huh. Why do you say six or seven rather than like a four?,question,0
"Okay. Um, any questions about that? Any questions about kind of the next steps from here?",question,0
-your life and causing you a lot-,other,3
It sounds like bad luck.,reflection,2
Okay. That sounds good.,other,3
"And you really wanna do what's best for your babe. And kind of wondering, um, how to move forward from here, is that where you wanna, you know, kind of focus in on, or what are your thoughts about giving up drinking altogether?",question,0
"So to summarize, it sounds like you are still feeling kind of anxious about this test coming up, you've rescheduled it, um, over the past couple years. Yet, this time around, you seem more confident to just get it done. And you've even mentioned times in the past where you were feeling anxious and you were successful about it and that you felt proud about yourself. And you liked the way it means, you see yourself and how others saw you, and it seems like y-you're ready to finish this exam and-and remind yourself that you can be successful?",reflection,2
"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",question,0
A slightly more sedate lifestyle.,reflection,2
That must have been scary.,other,3
So you're kind of stuck being exposed to things you don't need to see.,reflection,2
"And if you arrange to meet somebody there, you're very good at, uh, you know, uh, keeping the agreement.",therapist_input,1
"Okay. Well, good. Um, all right. It sounds like you've got a good plan there going forward. Um, now I did see from the nurse practitioner's notes, you're also working on reducing your smoking and your drinking. How's that going?",question,0
Yeah. yeah.,other,3
"So, your-your friends that you were hanging out with, there's a little tension there now.",reflection,2
So--,other,3
"When you related that to your smoking, so you managed to reduce your smoking.",reflection,2
Okay. What a great goal. So why do you want to make this goal for yourself?,question,0
"Um, and-and I'm sure that does seem kind of confusing too 'cause I'm sure you've got a lot of other people involved in your life right now with the courts I'm sure, I know that your mom is concerned about you as well and there's this one other person kinda checking in on you as well.",reflection,2
Cool.,other,3
"- and quite happy, that somehow your symptoms seemed less.",other,3
"Okay. If I asked you to pick a number, 0 through 10, 0 meaning you're not very confident at all in meeting your goal, or 10 meaning you're very confident, what number would you pick?",therapist_input,1
Mm-hmm. What else do you think it would take for you to feel safe?,other,3
"So, it sounds like, you know, the amount you drink is pretty normal-",reflection,2
"And, um, I’m just trying to imagine what do you think your mom would want to say to you if she was sitting here with us now and she heard you talking about this?",question,0
"Mm-hmm. So you're trying to, like you said, not engage in really dangerous activities?",question,0
"And we can work together to make sure that-- And-and Dr. Fields too, I know, is very interested in that. We can work together to do what we can to keep you there.",therapist_input,1
Anything else?,question,0
"Oh, um, yeah, I think that should be fine.",therapist_input,1
Okay. What did the doctor tell you cholesterol statin is for?,question,0
"The other thing I was going to tell you is that, unfortunately, uh, even though you are smoking outside and keeping the smoke away from her, the smoke on your clothes, because her lungs are so sensitive, can also affect her lungs and cause her to have a reaction. Now, something I'd like you to think about is that, if you use the chronic inhaler every day, she may not be sensitive to the smoke on your clothes, but she still maybe because her lungs are just very different than ours. Um, honestly, I'd love to see you quit smoking for you too because, you know, as you know, it's not real good for you.",therapist_input,1
"Well, I guess, thinking a little bit about those other areas of your life, um, uh, I'm thinking about the fact that over the last four years, your life's really changed. It seems to have really shrunk down.",other,3
"So well, maybe you can help her as well and that would be good. Well, I think you've got off to a really great start, Mr. Green. You're very well aware of what you-you need to do, and you've obviously thought about it and got some good plans in place. So you're going to reduce your-your alcohol intake, you've already started by reducing your salt intake. Um, perhaps when we meet up next time we could talk a little bit about smoking and exercise as well, when you're ready for that. So how do you feel now?",reflection,2
If that would help.,other,3
You do. you have beautiful teeth as I always tell you-,other,3
So we know that smoking and Type II diabetes together-,therapist_input,1
"Food is meant to be enjoyed, and it's a source of pleasure. So I'd want to help you certainly look for ways to add more fruits and vegetables and-and things that nourish your body, but also look for ways to add pleasure-",other,3
"Exactly. I'll tell you what might be a nice solution, is if you come down first appointment, and I give you an appointment at 8:30-",other,3
So how is it working to help you fit in?,question,0
"Well, let's do some checking out.",therapist_input,1
"It's so interesting because there's immediate feedback. I mean, that's immediate feedback. Um, so we're- we're talking about quitting or here quitting completely. What thoughts do you have? You tried the Chan- the Chantix, meditation, you like that so, um, I can run some ideas that some other clients have used [crosstalk]-",question,0
"Thanks, Hailey. We'll see you next week.",other,3
[laughter],other,3
"So, it's not really a priority for you right now, to be charging it?",reflection,2
"At the same time, you have some concerns about the possibility of getting pregnant.",reflection,2
"Okay. Right. Uh, to be honest, you know, looking there, it just looks like one of those viruses that are going around at the moment that are causing these sore throats. So, uh, I think that we should just perhaps go for a bit of paracetamol and, uh, some fluids and let nature sort it out.",therapist_input,1
Hmm. So that's a huge stress right now?,reflection,2
"So-so on the one hand, the doctor talked to you about high cholesterol, down the line possibly causing a stroke or heart attack-",reflection,2
"So, an event at your house.",reflection,2
They'll come.,reflection,2
"So aside from that social aspect, what are the things you like about it?",question,0
"Mm-hmm. Well, I just wanted to just show you this little chart here. For your age as a male, you're drinking more than those at a low-risk level. Um, the low-risk level for men under 65 is no more than 14 drinks a week and no more than four a day. And, in this case, a drink is considered 12 ounces of beer, 5 ounces of wine, or an ounce and a half of distilled spirits. And you're right, you're not drinking as much as some people out there. The way you answered our questions here, you're actually falling in the high-risk category, the risky or hazardous category, category two.",therapist_input,1
"But, Tommy, there's so many consequences with drinking. You know, you're not even 21 yet, you could get arrested, you could, you know, have a drunk driving accident. You could, you know, mess up your schoolwork. You have such a bright future ahead of you. It just really, really concerns me.",therapist_input,1
What are the main reasons why you actually smoke? What do you enjoy most about it?,question,0
"Yeah, is that on your top five also",question,0
"And I'd like you to be able to tell me what kinds of things that you can do right now. You know, for example, there- there's basically three things that need to be worked out with diabetes. Taking your medicine as prescribed. And honestly, if I was gonna work on one thing right away, given that everything seems so overwhelming would probably that-that first, because that'll have the biggest impact. How-how does that sound so far?",therapist_input,1
"Yeah, that's great. That's a really good goal.",other,3
"It’s really tough. It's hard to know where to start, isn't it?",reflection,2
"-by people me. So what I'm picking up is-is-is that if you've-you've got this long 12-year history, you can make some big money or you can dealing, doing crime, that stuff, I'm-I'm picking up that Fiona's set the bottom line, is if you go back in that lifestyle, she's out of here, yet she stayed here for 13, 12, 13 years?",reflection,2
"Okay. So let me make sure I've understood this piece as well. So the not good things or the not so good things about smoking for you are the effects on your health, effects on your physical appearance and how you'll look and-and-and the amount of investment that you're making in makeup and getting your nails done, et cetera. And then the cost of smoking.",reflection,2
"Uh, what else can you tell me about your drinking.",question,0
"-with the Wellbutrin, yes.",reflection,2
Right. And they got questions too-,reflection,2
And sometimes you feel guilty after you drink.,therapist_input,1
"All right. And Type II diabetes typically people have a resistance or a resistance to insulin in their cells, in their fat cells or their muscle cells or liver cells. They can't use insulin. And so sugar builds up in your system.",therapist_input,1
"He's right. This medicine is designed to help lower your cholesterol, and that means that it will help lower your risk of having a heart attack or a stroke. How did your doctor tell you to take this medicine?",reflection,2
"Have folks in to-to socialize for an event, and that you still have your-your social-- Your friends and your core group and-and, uh, just be careful. What was the six months of not drinking like for you? If you were to choose to not drink.",question,0
So am I hearing that it's tricky in some ways to hang out with them sometimes-,reflection,2
"And, so you're-you're an independent guy-",reflection,2
"Okay. Well, just remind me again why it is you want to stop.",question,0
"We know marijuana has effects on the developing brain. For example, it can make it harder for you to concentrate, it can make it harder for you to remember things, and vaping can seriously hurt your lungs. About one in six people who begin using marijuana as a teenager, later on, become addicted. So what do you think about all this information that I've shared?",therapist_input,1
You were right.,reflection,2
"Okay, sounds good.",other,3
So you'd like to have a little bit more support-,reflection,2
"Okay. Um, and if you lost your job, what do you see being the consequences of that?",question,0
Hmm. Yeah. And I-I can see that you've already worked hard to make some changes. You've almost quit smoking.,reflection,2
"Any other family members that, uh, live close that, uh, you think would be supportive?",question,0
-and picked up some forms?,question,0
"Okay, so you're willing to at least attempt it?",reflection,2
That creates problems?,question,0
Okay. Is this the first time that you've left home?,question,0
"And I mentioned that's somewhere where you don't feel so confident, and I'm wondering what it would be like to feel confident with reading and writing. What difference would that make to your life?",question,0
"Okay, great. Um, so with your community service I know you've got 25 hours left to do, um, so that does need to get done by the end of your probation, and your case manager is a really great resource to help you find a place where you can do it. So I know in the past some clients have done their community service at food pantries or shelters, or anywhere in the community that's not, you know, a family member or a friend. Um, the urban ecology center is a really great place. You can kind of work outside, work with younger kids. Do any of those options seem like a fit that you might be interested in?",therapist_input,1
"Okay. All right. So, let's talk about that, um, so we should just assume we're gonna be at a four.",reflection,2
"-you really liked, you feel that you would be pretty confident to deal with the stuff that gets you into trouble?",reflection,2
"It wasn't perhaps about the police singling you out. So those little things, well, you think, ""Mm, yeah, maybe-maybe if I'd done something differently, I wouldn't have ended up in trouble."" How interested are you in thinking about those things and-",therapist_input,1
"When you find someone to go with, great, if not, you get your own [unintelligible 00:08:12] your own music and uh, I'll be- I'll be trying just to-to see um, what is like for you, having actually done that [unintelligible 00:08:20]",reflection,2
"Okay, so at this point, you're not too concerned and you think that, you know, this is what the other students are doing?",reflection,2
[unintelligible 00:01:40],other,3
Sounds like drinking changes how you think in those moments?,reflection,2
"Mm-hmm, mm-hmm. So I see this is- this is something you've been thinking about for a while. So how far away do you think you are from that change? You know, 'cause obviously it can-can be on the never, never, but how far away are you from it, making some decisions about that?",question,0
"Well, I guess what I'd be wondering is whether one of the approaches we need to be using now is thinking about what you do with your life, and what you do with your day, and maybe trying to bring back some of those pleasurable things, you know, even if it's just meeting up-",therapist_input,1
"I know you were here to get a prescription for birth control but while you were waiting to see Mrs. Smith, you filled out a healthy habits questionnaire-",therapist_input,1
So for you to create opportunities to create those moments that you can have that feeling again,reflection,2
"Yeah, but you're one of the leaders.",therapist_input,1
"Mm-hmm. Well, that's the time when you can relax and unwind.",reflection,2
"So it sounds like you've made some good changes. The change in your environment, and some of your behaviors, and, uh, and these new friends.",reflection,2
Because you know that other people experience it too.,reflection,2
You seem at a loss of where to go from here.,reflection,2
"Well, one of the primary risk factors for multiple ear infections in kids is actually smoke exposure. Are you smoking?",question,0
"Mm. You're a very successful student and you have a lot of responsibilities, and it's really adding to your stress.",reflection,2
"Well, we have about, I guess, 15 or 20 minutes together and I wonder, would it be okay, if we took a couple of minutes and just kind of looked at all of the different things that are going on for you and maybe you can let me know, what would be the most helpful to spend-spend some time on?",question,0
"Yeah, it does. It sounds like a lot that you're trying to deal with, and it makes sense that you feel like you need some kind of break or reward.",reflection,2
"So sort of, um, trying to plan more activities that don't involve alcohol-",reflection,2
Tell me more about that.,question,0
"So, it's not just wine that helps you relax. Um, there's reading a book, watching a movie, and taking a hot bath too.",reflection,2
"Molly, thank you so much for coming over and yakking with me today.",other,3
"All right. So that sounds like a perfect place for you to store those. Medications are best when they're stored away from light, heat and moisture.",reflection,2
"Yeah. I think somewhat being tough with yourself, what-- yeah, people often say that, but, you know, it's not-- I think there are some things that you can do, and you've already-already identified a really good strategy.",therapist_input,1
"This other lifestyle over here though when we talk about, actually thinking about, you know, doing stuff, doing the stuff that-that everybody else generally does, [unintelligible 00:22:30] will gets on doing, it doesn't have that same kinda seem to excitement, and it doesn't seem to be a-a starting point for you over here.",reflection,2
"Yet, at the same time, I know running around and getting in trouble for being naked or having to go to the hospital, not such a good thing either. Um, I'm wondering if, um- if I could run some ideas by you that some other patients of mine have tried?",question,0
Yeah. I bet you're even better now.,therapist_input,1
"Yeah, what-what would you be saying?",question,0
"Hey, hi, Andrea. Thanks for coming in today. So I don't know how much you've been told about why you're here, but basically, it's my job just to meet with all the students. I usually meet with you once or twice a semester. And I'm going to be talking to you kind of about your life and your goals and some behaviors that you might engage in and just the sorts of things like that.",reflection,2
"Right, so you make--",other,3
"-it will do whatever you need it to do at any given time. The downside is-is it-it kinda get, it gets in the end with the health.",therapist_input,1
"Oh, that's a great question. So, a lot of times, kids who are trying to cut back, it's harder if their friends are still drinking, and one of the easiest things is trying to have more activities that don't involve alcohol, but-",therapist_input,1
But you did have some success. Tell me how you felt when you lost the weight.,reflection,2
Okay. He's thinking you were a little irresponsible.,reflection,2
"Mm, okay. So what sort of things do you think made it a waste of time last time?",question,0
Anything else happening with Methamphetamine in your life? Is it affecting you in any way?,question,0
"If you did decide to quit on a scale of 1 to 10, where 1 is not at all confident, and you don't think you could do it and 10 is you feel pretty certain that you could, where do you think you fall right now?",question,0
That-that you're up for the money and-and then-then they slot you.,reflection,2
"Mm, okay.",other,3
"Absolutely. Spot on. So stopping smoking would have a huge impact, that would have a big impact very early on. Losing weight would also have a big impact because that would help with your blood pressure, your cholesterol, and also lower your diabetes risk. So what-what'd you think about those things? Uh,",question,0
"But, maybe the path to doing that isn't so clear.",reflection,2
"Yeah. So I think just tell your friends you know, you realized there's always bad things about it and you don't want to do it anymore, so you're just not going to.",therapist_input,1
-it's just that that we're gonna try and drill down a little more into just to pick up for you what-what you think might be going on and what you think might be some of the options for you.,therapist_input,1
"You'd say an eight. Okay. And on a scale of 1 to 10, how confident are you at the present time that you can drink below risk levels?",question,0
"I agree. All right. Well, you-you know what? I'm not gonna start any medications today. Your levels were a little bit off, but I think we can handle this from a purely lifestyle standpoint. What do you think?",therapist_input,1
But it's not inevitable.,therapist_input,1
"Uh, and so at this point, you're gonna get the medication and-",therapist_input,1
"So, from your perspective, do you see any consequences to your smoking?",question,0
And-and also the support of your mom too.,reflection,2
"So, the whole thing about going back to poly-- going back to school-",reflection,2
"Oh, wow. Okay. Why do you say 10?",question,0
How about we start there and let's plan to follow up in a few weeks so we can see how it's going and then maybe talk about some other strategies that might help.,therapist_input,1
"-and kinda. Okay, great. All right, well, one of the things I wanna talk about is, you know, um, you mentioned that you'd like to go out with friends and-and party, and that sort of a thing. And, I'm curious, when you're out in the parties, do you ever have any alcohol?",question,0
"Mm-hmm. If I was to put it on a scale of say 1 to 100, 1 being not really important, 100 being really, really important, whereabouts on that scale would you you be?",question,0
"Yeah. That's-that's what I'm thinking- I'm thinking actually. Here's someone that actually has made a different decision then, uh, it sounds like that's the pathway that starts over here and I'm wondering. I wonder whether you might have wisdom about what it's like to t-to tread that path.",reflection,2
"Yeah. Is that something that, um, maybe you and I could meet again about-and talk about having those conversations with-with the family, maybe having conversations about, you know, the folks, your-your friends that are currently in the lifestyle that you were involved with, um, and then sort of what it would look like to go down path B, is that something that you would be open to meeting with me about again?",question,0
"-the unpleasantness of that. Okay. What else might be on the, not so good side about smoking- about stopping?",question,0
-if you're always running around taking care of everybody.,therapist_input,1
"So, Chris, I wanted to talk to you. Um, you know, you're one of our star athletes. I really value you as a team player. As Athletic Director, one of my jobs is to, kind of, keep tabs on the players and make sure everybody is performing at their best. And something came up this weekend. I've been hearing some chatter about a big party that went down and understand you were there. And so I wanted to talk to you a little bit about how partying and alcohol fits in your life right now.",therapist_input,1
-and what are your top five?,question,0
It could be very different.,other,3
Bye.,other,3
-that you've wanted for some time.,reflection,2
"So, what you're saying is you've had a rough night?",reflection,2
Kind of slow?,question,0
Okay. Similar sort of offending in the past that's brought you back again this time?,question,0
"Um, so yeah, you know, it really sounds to me like you have a good plan in place and as long as you're willing and-and interested in meeting again, I'd be very excited to be able to talk with you about how it's going.",reflection,2
"All right. Um, okay. Um, well let's, uh, let's just have a look shall we? See what's going on. You just wanna open your mouth for me. Say ah.",therapist_input,1
-or just local?,question,0
"Okay. Good. Very good. All right. Well, what are the kinds of things do you do for fun on weekends?",question,0
"Let me see if I can summarize what you've said, um, and then we'll see what next. Um, you lead a busy life.",reflection,2
And you-- So they have their concerns and-and you are beginning to-to ask questions of this use as well and-,reflection,2
"Actually, even just a few minutes of walking is really healthy and worthwhile, and then when you have time to do even more, that's great. Walking is also great because you can do it anywhere, it doesn't need to be at the gym.",therapist_input,1
Am I missing anything else?,question,0
So what is a typical week for you as far as your alcohol use?,question,0
"Hmm. And it sounds like your smoking, setting an example, those are some things that-that you're also, uh, a bit concerned about, um, but as you said earlier, not-not really ready to put down your cigarettes immediately.",reflection,2
"Okay. Get your rocking out, running on the elliptical playlist.",reflection,2
- pretty clear that there's nothing new happening that-that we're missing.,therapist_input,1
Okay. All right.,other,3
"Yeah, you feel more accomplished and-and you feel less irritated by the small stuff.",reflection,2
The elliptical. Okay. Yeah. [unintelligible 00:03:07] like kind of almost like running.,other,3
"Well, I-I-I understand that. Um, but like I said, it's very rare. If you feel some muscle weakness, you'll let your doctor know. It's not permanent, okay? Yeah, it won't get to the blood- it won't get to the point where it affects your job—",therapist_input,1
"So when you see it here in kind of black and white, you're not sure if this is, uh, you know, enough-",reflection,2
I guess that it does.,other,3
So there is a possibility that there are other parts of the scene that don't rely on drug use-,reflection,2
"Okay, oh, that-that's excellent, okay.",other,3
"So, I'm gonna ask the question this way, on a scale of 0 to 10, where 0 is not at all confident, and 10 is like, ""I'm very, very confident,"" where would you put yourself on a scale right now of confidence in starting this new plan?",question,0
"Okay. So what I hear you say is that it was a bigger challenge than you expected, yeah, but you're working on it. You're-you're still committed to it. So yeah, that's really to be commended. I just want to ask you one thing though. Have you thought about secondhand smoke and the dangers of that and how that might be impacting your son?",reflection,2
"-sounds really, you know, like it's making you feel good about yourself and—",reflection,2
Why?,question,0
"Okay. Well, I really appreciate you spending the time talking to me, you know, it sounds like you have a lot of really good goals for yourself, really ambitious goals of going to medical school and, you know, becoming a psychiatrist or, um, some-some other form of physician. Um, you're really looking forward to doing well in school so you can get there.",reflection,2
"It really-- You're in the driver's seat, so it's just to kind of put all the cards on the table, so to speak.",other,3
"Speaker 1: Okay. You checked the box here that drinking helps you feel relaxed, feel better about yourself or fit in?",question,0
"sI see from the questionnaire, did you have got in trouble while using alcohol? Can you tell me more about that?",question,0
Yeah. And it sounds like you're willing to maybe try not going to the bar quite as much and maybe drinking a little bit less when you go to the bar.,reflection,2
It's because you showed up and you gave out,reflection,2
"Oh, yeah?",question,0
"Okay. Um, so you said that your wife said it's a problem. Um, so do you not feel like it's a problem for you?",question,0
CEO.,reflection,2
So you've made our decision to do that?,reflection,2
"Yeah, yeah, yeah.",other,3
"-and you're on a team, you have to stick by the rules.",therapist_input,1
Okay. That's the second time you've used that word 'guilty'.,other,3
So I don't know how much you know already about sort of my role here and why you're even here. So I thought I'd start by telling you a little bit about myself.,other,3
-when you eat. That's one aspect. What other aspects do you think you've-- you would be--?,question,0
"The test, is the test, and experience, yeah.",therapist_input,1
Palmerston. Mm-hmm.,reflection,2
What could be a- what could be a first step towards that?,question,0
"Yeah. Okay, so you've been-- How long have you had this-this idea for that that's what you'd like and that's where you'd like to go?",question,0
"Right. So you've been able to quit smoking, but only when you were in the hospital.",reflection,2
"Okay. So-so Donna's helped calm you down and you'd like, um, them to calm down too?",question,0
"On the one hand, you- the drinking maybe helps with the belonging community to start.",reflection,2
"You know, and, um, that's actually, yeah, that's a-- I think it does become very paired with lots of different things. And, um, you might already know this, and so let me know if you do, um, because of the way cigarettes you're describing it and accurately is-- it is really what we call an almost perfect drug in a lot of ways. And-",therapist_input,1
"I know uh, some clients have struggled with understanding that I really do care about you. And you know that when we first met that you had expressed a goal of, um, getting off this program as quickly as possible.",other,3
